Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT (mins),Avg CTAT (mins),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value (INR),Ride Distance (km),Driver Ratings,Customer Rating
03-09-2025,19:40:00,CNR4714111,Successful,CUST101541,Bike,Yelahanka,Kalyan Nagar,3.6,6.8,0,,0,,0,,253.24,9.58,5,3.7
27-09-2025,17:52:00,CNR4880139,Cancelled-Driver,CUST906041,Auto,Kalyan Nagar,BANASWADI,,,0,,1,Customer related issue,0,,,,,
27-09-2025,20:02:00,CNR6039002,Successful,CUST185119,Prime Plus,Frazer Town,Gandhi Nagar,4.6,6.6,0,,0,,0,,2135.83,15.55,4.5,3.8
14-09-2025,22:53:00,CNR2960876,Cancelled-Driver,CUST101057,Prime Plus,Indiranagar,Sanjay Nagar,,,0,,1,The customer was coughing/sick,0,,,,,
19-09-2025,19:19:00,CNR0626073,Successful,CUST294373,eBike,Richmond Town,BTM Layout,5,6.7,0,,0,,0,,436.37,4.52,4.4,4
30-09-2025,10:58:00,CNR7392934,Cancelled-Driver,CUST511263,eBike,Shivaji Nagar,Electronic City,,,0,,1,Personal & Car related issues,0,,,,,
17-09-2025,02:03:00,CNR6440791,Failed,CUST785817,Prime Plus,Gandhi Nagar,Salarpuria,,,0,,0,,0,,,,,
27-09-2025,03:26:00,CNR9572073,Successful,CUST490111,Auto,Nayandahalli,Domlur,2.1,4.1,0,,0,,0,,546.71,19.66,4.9,3.6
04-09-2025,05:43:00,CNR9779556,Cancelled-Driver,CUST458785,Auto,BANASWADI,Gandhi Nagar,,,0,,1,Customer related issue,0,,,,,
07-09-2025,09:39:00,CNR1293403,Successful,CUST575636,Bike,Rajajinagar,Kundalahalli,5.1,7.8,0,,0,,0,,1012.15,38.54,5,4.8
14-09-2025,22:38:00,CNR5967026,Successful,CUST496875,Auto,Electronic City,Langford Town,4.1,6.1,0,,0,,0,,746.27,10.99,5,5
19-09-2025,17:11:00,CNR2404937,Successful,CUST828116,Bike,Richmond Town,Malleswaram,3.5,3.8,0,,0,,0,,172.77,3.24,4.2,5
26-09-2025,14:47:00,CNR9066971,Failed,CUST418869,Prime Sedan,Basavanagudi,Gottigere,,,0,,0,,0,,,,,
30-09-2025,18:23:00,CNR3531666,Successful,CUST583852,eBike,Kothanur,Yelahanka,3.8,5.2,0,,0,,0,,578.48,9.64,4.4,4.7
13-09-2025,01:05:00,CNR1430427,Successful,CUST488122,Prime Sedan,Richmond Town,Basavanagudi,9.8,11,0,,0,,0,,649.77,16.82,5,4
02-09-2025,10:23:00,CNR1510354,Successful,CUST539618,eBike,Langford Town,MG Road,25.2,25.7,0,,0,,0,,423.32,5.23,4.6,3.3
25-09-2025,12:52:00,CNR9487091,Cancelled-Driver,CUST985163,Bike,Salarpuria,Yelahanka,,,0,,1,Personal & Car related issues,0,,,,,
20-09-2025,02:48:00,CNR7776443,Cancelled-Driver,CUST773603,eBike,Gandhi Nagar,Sanjay Nagar,,,0,,1,Personal & Car related issues,0,,,,,
07-09-2025,17:04:00,CNR8271232,Successful,CUST987087,Auto,Indiranagar,Basavanagudi,2.8,5.1,0,,0,,0,,343.23,7.92,5,5
15-09-2025,04:07:00,CNR8501552,Cancelled-Customer,CUST907146,Prime SUV,Malleswaram,Peenya,,,1,AC is not working,0,,0,,,,,
23-09-2025,22:55:00,CNR9668084,Successful,CUST978336,eBike,Rajajinagar,Malleswaram,7.8,10.5,0,,0,,0,,279.93,9.99,4.9,5
24-09-2025,08:21:00,CNR5986767,Cancelled-Driver,CUST513987,eBike,Langford Town,Jalahalli,,,0,,1,The customer was coughing/sick,0,,,,,
15-09-2025,16:26:00,CNR1790819,Cancelled-Customer,CUST480374,Prime SUV,Gottigere,Kaggadasapura,,,1,Driver is not moving towards pickup location,0,,0,,,,,
10-09-2025,16:13:00,CNR7150925,Cancelled-Driver,CUST882289,Prime Sedan,HSR Layout,Rajamahendri,,,0,,1,More than permitted people in there,0,,,,,
29-09-2025,22:13:00,CNR6806348,Successful,CUST580228,Prime Plus,RT Nagar,Chamarajpet,4.7,5.7,0,,0,,0,,206.53,9.91,5,4.1
20-09-2025,22:05:00,CNR6010895,Cancelled-Customer,CUST301935,eBike,Banaswadi,Gottigere,,,1,Driver asked to cancel,0,,0,,,,,
13-09-2025,15:46:00,CNR0945320,Successful,CUST860340,Mini,MG Road,Richmond Town,4.4,4.5,0,,0,,0,,576.79,14.74,4.8,4.8
09-09-2025,22:18:00,CNR1788174,Cancelled-Driver,CUST246032,Prime Plus,Jalahalli,Peenya,,,0,,1,Customer related issue,0,,,,,
22-09-2025,13:38:00,CNR8973521,Successful,CUST716509,Mini,Jayanagar,Banashankari,12.2,13.1,0,,0,,0,,957.28,13.04,4,5
08-09-2025,10:16:00,CNR0810616,Successful,CUST774112,eBike,Koramangala 4th Block,Nayandahalli,4.1,5.7,0,,0,,0,,215.93,7.32,4.3,4.4
07-09-2025,16:36:00,CNR0883168,Cancelled-Driver,CUST599758,Prime SUV,Domlur,Kengeri,,,0,,1,Customer related issue,0,,,,,
17-09-2025,11:59:00,CNR6248414,Successful,CUST602995,Prime SUV,Koramangala 7th Block,Yelahanka,4.2,5.8,0,,0,,0,,718.16,16.53,4.5,4.5
10-09-2025,04:39:00,CNR4631268,Successful,CUST415475,Prime Sedan,Indiranagar,Kalyan Nagar,6,7.9,0,,0,,0,,46.89,4.23,5,4.1
20-09-2025,18:31:00,CNR4978779,Successful,CUST187649,Bike,Hebbal Kempapura,Sompura,7,9.1,0,,0,,0,,777.65,9.91,3.8,4.6
05-09-2025,20:31:00,CNR0349645,Successful,CUST901651,Auto,Sunkadakatte,Domlur,3.1,5.9,0,,0,,0,,344.3,4.61,4.2,4.3
20-09-2025,22:14:00,CNR2414693,Cancelled-Driver,CUST161507,Bike,Hebbal,Koramangala 4th Block,,,0,,1,Personal & Car related issues,0,,,,,
09-09-2025,22:18:00,CNR7831109,Successful,CUST453959,Bike,Electronic City,Indiranagar,10.3,12.7,0,,0,,0,,808.1,17.64,4.9,3.8
01-09-2025,06:00:00,CNR7341327,Successful,CUST102846,Prime Sedan,Malleshwaram,Kundalahalli,24.7,27.1,0,,0,,0,,985.88,14.93,4.4,4.7
06-09-2025,03:01:00,CNR6540638,Successful,CUST554264,eBike,Chamarajpet,Jayanagar,8.5,10,0,,0,,0,,641.69,19,4.2,4.5
28-09-2025,03:47:00,CNR0991456,Successful,CUST644894,Prime Sedan,Yelahanka,Frazer Town,5.5,5.8,0,,0,,0,,936.52,16.14,4.7,4.4
27-09-2025,19:26:00,CNR1965187,Successful,CUST440185,Mini,Sompura,BTM Layout,3.6,5.6,0,,0,,0,,73.13,2.67,4.7,4.7
07-09-2025,10:22:00,CNR2121579,Cancelled-Driver,CUST744148,Auto,Langford Town,Koramangala 7th Block,,,0,,1,Personal & Car related issues,0,,,,,
24-09-2025,20:13:00,CNR3729105,Successful,CUST122032,Bike,Kumaraswamy Layout,Ejipura,7.1,9.2,0,,0,,0,,141.39,1.07,4.3,3.6
20-09-2025,20:16:00,CNR1632493,Successful,CUST930758,Prime SUV,Frazer Town,Malleshwaram,25.4,27.8,0,,0,,0,,109.83,0.82,4.1,3.8
29-09-2025,02:19:00,CNR6525711,Failed,CUST888857,eBike,RT Nagar,Whitefield,,,0,,0,,0,,,,,
13-09-2025,09:32:00,CNR2308808,Successful,CUST940707,Prime SUV,Kundalahalli,Electronic City,5.2,5.8,0,,0,,0,,587.58,11.36,5,3.5
21-09-2025,00:07:00,CNR5695947,Successful,CUST861835,Prime SUV,Sompura,Srirampura,3.5,6.2,0,,0,,0,,235.84,5.76,4.9,4.1
03-09-2025,10:25:00,CNR7907945,Successful,CUST259269,Auto,Gottigere,Rajamahendri,5.2,7.1,0,,0,,0,,382.31,6.61,5,4.2
13-09-2025,23:36:00,CNR6172206,Cancelled-Driver,CUST353024,eBike,Srirampura,Indiranagar,,,0,,1,More than permitted people in there,0,,,,,
29-09-2025,00:53:00,CNR1545326,Cancelled-Driver,CUST355498,Prime Plus,Indiranagar,Sunkadakatte,,,0,,1,More than permitted people in there,0,,,,,
17-09-2025,05:12:00,CNR0411101,Successful,CUST157163,Prime SUV,Chamarajpet,Jayanagar,3,3.4,0,,0,,0,,2429.83,29.24,4.6,4.8
10-09-2025,10:53:00,CNR0564219,Successful,CUST741684,Prime SUV,Kumaraswamy Layout,Kalyan Nagar,16.4,16.4,0,,0,,0,,72.1,1.48,5,4.2
05-09-2025,10:59:00,CNR0324604,Successful,CUST921476,Prime Plus,Shivaji Nagar,Sompura,2,3.5,0,,0,,0,,426.16,5.13,4.3,4.8
21-09-2025,21:30:00,CNR3617279,Successful,CUST411389,Prime Sedan,Banashankari,BTM Layout,15.3,17,0,,0,,0,,284.32,8.51,3.8,3.5
20-09-2025,19:40:00,CNR6474924,Cancelled-Customer,CUST546929,Prime SUV,Koramangala 4th Block,Electronic City,,,1,Driver is not moving towards pickup location,0,,0,,,,,
13-09-2025,14:57:00,CNR6895468,Successful,CUST897711,Mini,Basavanagudi,Chamarajpet,4,4.7,0,,0,,0,,629.89,15.73,4.8,4.9
29-09-2025,10:29:00,CNR9016806,Successful,CUST836787,Prime Plus,Sanjay Nagar,Kumaraswamy Layout,3.3,4.9,0,,0,,0,,323.82,3.38,4.8,4.4
01-09-2025,13:59:00,CNR5852111,Cancelled-Driver,CUST294845,Auto,Yelahanka,BTM Layout,,,0,,1,The customer was coughing/sick,0,,,,,
10-09-2025,23:03:00,CNR7910062,Successful,CUST222976,eBike,Rajamahendri,Hebbal,2.4,4.2,0,,0,,0,,429.34,5.93,4.3,5
28-09-2025,16:19:00,CNR5238773,Successful,CUST425707,Prime Sedan,Domlur,Koramangala,11.3,13.9,0,,0,,0,,2706.08,19.62,5,4.6
11-09-2025,21:20:00,CNR4012357,Failed,CUST837121,Mini,Srirampura,Richmond Town,,,0,,0,,0,,,,,
08-09-2025,17:34:00,CNR9824510,Cancelled-Driver,CUST608800,Auto,Sanjay Nagar,Gottigere,,,0,,1,The customer was coughing/sick,0,,,,,
17-09-2025,00:13:00,CNR7965597,Successful,CUST767384,Prime Plus,Kumaraswamy Layout,New Thippasandra,6.7,8.2,0,,0,,0,,143.76,5.17,4.3,3.9
26-09-2025,18:43:00,CNR3972428,Successful,CUST124563,Prime Plus,Frazer Town,BTM Layout,6.1,8.1,0,,0,,0,,3721.46,50.44,4.8,3.8
05-09-2025,10:51:00,CNR9205500,Cancelled-Driver,CUST538475,Prime Sedan,Ejipura,Whitefield Main Road,,,0,,1,More than permitted people in there,0,,,,,
28-09-2025,11:04:00,CNR4532049,Failed,CUST978556,Prime Sedan,Ejipura,Banashankari,,,0,,0,,0,,,,,
25-09-2025,08:53:00,CNR7567005,Successful,CUST202422,Mini,BTM Layout,Yeshwanthpur,5.4,8.1,0,,0,,0,,363.87,9,4,4.2
07-09-2025,00:21:00,CNR1528036,Failed,CUST978387,Prime Plus,MG Road,BTM Layout,,,0,,0,,0,,,,,
21-09-2025,20:34:00,CNR9173524,Cancelled-Driver,CUST493433,Prime SUV,BTM Layout,HSR Layout,,,0,,1,Customer related issue,0,,,,,
13-09-2025,18:38:00,CNR4521177,Cancelled-Driver,CUST973562,eBike,HSR Layout,Yeshwanthpur,,,0,,1,More than permitted people in there,0,,,,,
13-09-2025,19:07:00,CNR6142176,Successful,CUST450659,Prime Plus,Malleswaram,Gottigere,6.1,7.5,0,,0,,0,,174.98,4.28,4.9,5
24-09-2025,09:45:00,CNR8437596,Successful,CUST331002,Mini,Devanahalli,Richmond Town,8.5,9.4,0,,0,,0,,147.06,2.29,4.7,4.8
29-09-2025,10:45:00,CNR1250434,Cancelled-Driver,CUST991042,Auto,Kumaraswamy Layout,Indiranagar,,,0,,1,Customer related issue,0,,,,,
06-09-2025,01:17:00,CNR6516378,Cancelled-Driver,CUST978132,Prime Plus,BTM Layout,Basavanagudi,,,0,,1,Personal & Car related issues,0,,,,,
13-09-2025,21:53:00,CNR3806273,Cancelled-Driver,CUST585339,Prime SUV,Malleswaram,Hebbal Kempapura,,,0,,1,Personal & Car related issues,0,,,,,
15-09-2025,09:13:00,CNR0796213,Cancelled-Customer,CUST330401,Prime SUV,Sunkadakatte,Whitefield Main Road,,,1,AC is not working,0,,0,,,,,
13-09-2025,20:50:00,CNR2958787,Cancelled-Driver,CUST976987,Prime Sedan,Sunkadakatte,Kothanur,,,0,,1,The customer was coughing/sick,0,,,,,
13-09-2025,18:28:00,CNR1797762,Successful,CUST975918,Prime Sedan,Domlur,Ejipura,6.2,8.3,0,,0,,0,,606.44,8.56,5,5
03-09-2025,16:01:00,CNR2919842,Successful,CUST928920,Prime SUV,Banashankari,Salarpuria,2.9,6.2,0,,0,,0,,101.4,1.33,4.3,5
21-09-2025,15:57:00,CNR9936186,Successful,CUST113309,Prime SUV,Peenya,Domlur,25.6,27.9,0,,0,,0,,1303.54,16.9,5,4.7
13-09-2025,06:21:00,CNR1305064,Successful,CUST437618,Prime SUV,Jayanagar,Yelahanka,2.1,4.8,0,,0,,0,,1317.9,27.35,4.7,4.9
07-09-2025,23:55:00,CNR8991823,Successful,CUST313741,eBike,Ulsoor,Kumaraswamy Layout,9.4,10.5,0,,0,,0,,567.04,14.76,4.8,3.4
26-09-2025,10:09:00,CNR2666514,Successful,CUST913725,Mini,Nayandahalli,Malleswaram,7.3,8.5,0,,0,,0,,210.66,7.19,4.8,5
25-09-2025,03:52:00,CNR3221232,Cancelled-Driver,CUST410732,Prime Plus,Ulsoor,Koramangala,,,0,,1,Customer related issue,0,,,,,
15-09-2025,16:43:00,CNR6829127,Successful,CUST272926,Prime Sedan,Nayandahalli,Devanahalli,2.4,4.6,0,,0,,0,,265.34,9.16,5,4.7
10-09-2025,04:13:00,CNR3249655,Cancelled-Driver,CUST669557,eBike,Jayanagar,Kengeri,,,0,,1,Customer related issue,0,,,,,
20-09-2025,23:02:00,CNR7962116,Successful,CUST725382,Bike,Ejipura,Kothanur,2.2,4.2,0,,0,,0,,78.59,1.05,4.7,4.3
10-09-2025,22:55:00,CNR2249800,Successful,CUST100073,Auto,Richmond Town,Chamarajpet,6.8,9,0,,0,,0,,513.5,18.01,4.5,4.9
07-09-2025,18:43:00,CNR5539891,Cancelled-Driver,CUST614579,Prime Sedan,Indiranagar,Jalahalli,,,0,,1,The customer was coughing/sick,0,,,,,
22-09-2025,19:55:00,CNR1899381,Successful,CUST843798,Auto,Kalyan Nagar,Banashankari,3.7,5.7,0,,0,,0,,134.36,2.44,4.8,5
02-09-2025,02:21:00,CNR1566508,Successful,CUST653842,Prime SUV,Jayanagar,Yeshwanthpur,2.3,3.7,0,,0,,0,,326.57,9.63,4.3,5
04-09-2025,14:56:00,CNR2337843,Successful,CUST173716,eBike,Hebbal,Whitefield,7.9,9.3,0,,0,,0,,839.34,12.21,4.3,4.6
01-09-2025,01:06:00,CNR9995087,Cancelled-Driver,CUST765788,Prime Sedan,Sunkadakatte,Malleshwaram,,,0,,1,Personal & Car related issues,0,,,,,
06-09-2025,16:49:00,CNR8745874,Successful,CUST972560,Mini,Indiranagar,Kothanur,7.4,8.9,0,,0,,0,,680.13,13.38,4.3,4.4
03-09-2025,09:01:00,CNR0524886,Successful,CUST538158,Mini,Devanahalli,Kothanur,3.6,6.1,0,,0,,0,,3339.83,56.51,5,4.8
30-09-2025,18:48:00,CNR3449048,Incomplete,CUST256167,eBike,BTM Layout,Frazer Town,,,0,,0,,1,Customer Demand,,,,
10-09-2025,09:40:00,CNR1450092,Successful,CUST706896,Auto,Shivaji Nagar,New Thippasandra,5.1,7.6,0,,0,,0,,164.05,1.24,4.7,5
06-09-2025,20:17:00,CNR0884462,Successful,CUST312224,Bike,Whitefield Main Road,Sompura,8,7.8,0,,0,,0,,221.18,4.07,3.3,4.4
08-09-2025,17:20:00,CNR2587567,Successful,CUST165442,Auto,Shivaji Nagar,Domlur,7.3,9.4,0,,0,,0,,105.05,3.07,4.4,4
28-09-2025,19:10:00,CNR6386241,Successful,CUST703456,eBike,Gottigere,Nayandahalli,5.6,8.2,0,,0,,0,,137.13,0.81,3.8,4.4
16-09-2025,08:07:00,CNR2564988,Successful,CUST942096,Mini,Chamarajpet,Whitefield Main Road,10.6,12.2,0,,0,,0,,191.01,1.34,4.9,4.4
13-09-2025,00:39:00,CNR3900285,Cancelled-Customer,CUST780886,Prime Sedan,Hebbal,Srirampura,,,1,Wrong Address,0,,0,,,,,
27-09-2025,03:13:00,CNR7393069,Successful,CUST496185,Prime Plus,Malleswaram,Koramangala,4.4,3.2,0,,0,,0,,530.01,19.22,5,4.5
13-09-2025,17:20:00,CNR0413214,Successful,CUST216845,Prime Plus,Hebbal,Whitefield,4.4,6.1,0,,0,,0,,728.62,19.12,5,4.2
11-09-2025,22:51:00,CNR6088934,Successful,CUST468697,Prime SUV,Yeshwanthpur,BANASWADI,11,12.1,0,,0,,0,,939.31,13.1,3.7,3.6
07-09-2025,18:19:00,CNR0621720,Failed,CUST158895,eBike,New Thippasandra,Banaswadi,,,0,,0,,0,,,,,
13-09-2025,19:57:00,CNR6435623,Successful,CUST602270,eBike,Ulsoor,BTM Layout,5.8,7.6,0,,0,,0,,559.14,17.24,4.4,4
11-09-2025,14:03:00,CNR7622896,Successful,CUST216971,Prime Plus,Kothanur,Ejipura,24,26.8,0,,0,,0,,236.07,9.96,4.3,5
21-09-2025,04:01:00,CNR4946278,Successful,CUST983140,Bike,Salarpuria,Ejipura,7.9,9.9,0,,0,,0,,709.13,13.01,3.8,5
10-09-2025,21:03:00,CNR9344805,Incomplete,CUST152933,Prime SUV,Koramangala 4th Block,Domlur,,,0,,0,,1,Other Issue,,,,
19-09-2025,03:24:00,CNR2926160,Successful,CUST552807,Mini,MG Road,Koramangala 7th Block,3.7,6.6,0,,0,,0,,363.68,3.94,4.2,3.8
03-09-2025,01:05:00,CNR5879288,Cancelled-Driver,CUST517416,Mini,Shivaji Nagar,Domlur,,,0,,1,Personal & Car related issues,0,,,,,
07-09-2025,22:57:00,CNR2685513,Failed,CUST227671,Prime Sedan,Basavanagudi,Shivaji Nagar,,,0,,0,,0,,,,,
13-09-2025,18:40:00,CNR2556957,Cancelled-Driver,CUST516607,Prime Plus,Koramangala,Yeshwanthpur,,,0,,1,The customer was coughing/sick,0,,,,,
28-09-2025,22:28:00,CNR9659627,Successful,CUST733235,Bike,Malleswaram,Ejipura,4.8,5.5,0,,0,,0,,131.64,3.61,4.5,5
13-09-2025,09:21:00,CNR2679781,Successful,CUST157233,eBike,Nayandahalli,Devanahalli,5.4,7.8,0,,0,,0,,594.17,16.86,4.2,4.1
20-09-2025,22:48:00,CNR5469512,Successful,CUST330952,Prime Sedan,Basavanagudi,Kumaraswamy Layout,3.3,5.5,0,,0,,0,,1073.47,26.42,4.3,5
08-09-2025,17:05:00,CNR4720289,Successful,CUST554521,eBike,Banaswadi,Kalyan Nagar,2.6,4.2,0,,0,,0,,174.94,3.11,4.4,4.8
06-09-2025,21:06:00,CNR6598734,Failed,CUST988525,Auto,Salarpuria,Koramangala 7th Block,,,0,,0,,0,,,,,
03-09-2025,14:19:00,CNR5648322,Cancelled-Driver,CUST581967,eBike,Gandhi Nagar,Whitefield Main Road,,,0,,1,More than permitted people in there,0,,,,,
10-09-2025,21:41:00,CNR4673634,Failed,CUST160481,Prime Sedan,Hebbal,MG Road,,,0,,0,,0,,,,,
06-09-2025,22:49:00,CNR8293180,Successful,CUST447771,Auto,Rajajinagar,Whitefield Main Road,3.7,3.3,0,,0,,0,,195.96,3.12,4.7,4.4
07-09-2025,22:16:00,CNR6309229,Cancelled-Driver,CUST704168,Bike,Chamarajpet,Salarpuria,,,0,,1,The customer was coughing/sick,0,,,,,
23-09-2025,11:25:00,CNR3733590,Successful,CUST161450,Auto,Srirampura,Gottigere,5.4,6.9,0,,0,,0,,69.2,3.55,4.4,5
01-09-2025,05:44:00,CNR1289696,Successful,CUST382270,Bike,Yelahanka,Ejipura,3.8,4.6,0,,0,,0,,136.39,4.61,5,4
18-09-2025,21:21:00,CNR7256092,Successful,CUST224165,Prime SUV,Peenya,Malleshwaram,5.1,4.9,0,,0,,0,,187.32,1.45,4.1,4.5
13-09-2025,10:29:00,CNR1547571,Successful,CUST225435,Prime SUV,Sanjay Nagar,Langford Town,11.4,12.3,0,,0,,0,,561.24,11.59,3.5,4.5
16-09-2025,02:30:00,CNR4981067,Successful,CUST582472,Prime Plus,Shivaji Nagar,Koramangala 4th Block,2.8,4.8,0,,0,,0,,341.5,6.79,5,4.1
18-09-2025,03:22:00,CNR6217353,Cancelled-Driver,CUST788830,Prime SUV,Kothanur,Banaswadi,,,0,,1,Personal & Car related issues,0,,,,,
11-09-2025,15:29:00,CNR5937465,Cancelled-Driver,CUST980649,Mini,Whitefield Main Road,HSR Layout,,,0,,1,More than permitted people in there,0,,,,,
10-09-2025,05:18:00,CNR9985255,Successful,CUST702008,Prime Sedan,Yeshwanthpur,Whitefield Main Road,5.1,6.8,0,,0,,0,,416.27,9.34,5,5
22-09-2025,11:38:00,CNR0898548,Failed,CUST770863,Prime Sedan,BTM Layout,Gandhi Nagar,,,0,,0,,0,,,,,
27-09-2025,18:08:00,CNR3461182,Cancelled-Driver,CUST996392,eBike,Ejipura,Kaggadasapura,,,0,,1,The customer was coughing/sick,0,,,,,
07-09-2025,12:52:00,CNR6457170,Cancelled-Driver,CUST814133,Mini,Peenya,Sanjay Nagar,,,0,,1,The customer was coughing/sick,0,,,,,
04-09-2025,03:20:00,CNR5676184,Successful,CUST592077,Prime Sedan,Sompura,Jalahalli,10.4,11.9,0,,0,,0,,111.81,1.58,4.2,4.6
27-09-2025,20:34:00,CNR3780017,Cancelled-Driver,CUST564587,Prime Sedan,Koramangala 4th Block,Chamarajpet,,,0,,1,More than permitted people in there,0,,,,,
12-09-2025,14:25:00,CNR5955904,Successful,CUST738353,Mini,Kumaraswamy Layout,Electronic City,4.4,4.8,0,,0,,0,,266.98,8.12,4.8,4.9
18-09-2025,18:26:00,CNR4733476,Cancelled-Driver,CUST551665,Prime Sedan,Kumaraswamy Layout,Jalahalli,,,0,,1,The customer was coughing/sick,0,,,,,
12-09-2025,07:39:00,CNR2660131,Successful,CUST807508,Prime SUV,Kothanur,Gottigere,2,1.4,0,,0,,0,,280.11,4.65,5,5
06-09-2025,21:24:00,CNR3422949,Successful,CUST312579,Bike,RT Nagar,Koramangala 7th Block,6.4,7,0,,0,,0,,261.16,3.98,4.2,4.6
19-09-2025,02:21:00,CNR7398218,Successful,CUST208956,eBike,Malleshwaram,HSR Layout,13.1,14.3,0,,0,,0,,531.18,14.54,5,5
17-09-2025,06:52:00,CNR2671053,Successful,CUST723296,Prime SUV,Frazer Town,Salarpuria,4.3,5.2,0,,0,,0,,837.73,17.32,4.7,4.2
07-09-2025,22:37:00,CNR4288886,Successful,CUST703199,Bike,Jayanagar,Rajamahendri,4.4,5.6,0,,0,,0,,953.95,18.17,5,4.8
14-09-2025,13:36:00,CNR7331453,Cancelled-Driver,CUST398943,Prime Plus,Indiranagar,Electronic City,,,0,,1,Personal & Car related issues,0,,,,,
25-09-2025,17:44:00,CNR7115872,Successful,CUST532441,Prime Sedan,Kalyan Nagar,Shivaji Nagar,2.1,5.1,0,,0,,0,,787.67,12.86,4.9,5
19-09-2025,07:11:00,CNR7581547,Successful,CUST564691,Auto,Malleswaram,Shivaji Nagar,7,8.5,0,,0,,0,,441.31,7.76,4.1,5
04-09-2025,21:42:00,CNR6442031,Cancelled-Customer,CUST133847,Mini,Basavanagudi,Salarpuria,,,1,Change of plans,0,,0,,,,,
17-09-2025,02:47:00,CNR2108607,Failed,CUST695291,Prime SUV,Kundalahalli,New Thippasandra,,,0,,0,,0,,,,,
21-09-2025,22:36:00,CNR2807896,Cancelled-Driver,CUST752138,Prime Plus,Basavanagudi,BTM Layout,,,0,,1,The customer was coughing/sick,0,,,,,
25-09-2025,03:37:00,CNR6867650,Cancelled-Driver,CUST506053,Prime Plus,Banashankari,Malleshwaram,,,0,,1,More than permitted people in there,0,,,,,
20-09-2025,19:29:00,CNR8083873,Failed,CUST805796,Mini,New Thippasandra,RT Nagar,,,0,,0,,0,,,,,
06-09-2025,03:52:00,CNR6540439,Successful,CUST151055,Prime SUV,Jayanagar,BTM Layout,5.5,8,0,,0,,0,,322.43,7.11,4.7,5
21-09-2025,18:43:00,CNR1239425,Successful,CUST676196,eBike,Langford Town,Sanjay Nagar,2.7,3.5,0,,0,,0,,510.57,9.56,4.6,4.9
21-09-2025,19:49:00,CNR8271348,Successful,CUST583588,Prime SUV,Rajajinagar,BANASWADI,4.3,5.1,0,,0,,0,,138.99,3.05,4.8,4.2
01-09-2025,10:31:00,CNR5102488,Failed,CUST384316,Prime Plus,Hebbal,Gandhi Nagar,,,0,,0,,0,,,,,
13-09-2025,19:52:00,CNR7385587,Cancelled-Driver,CUST745805,Mini,Kumaraswamy Layout,HSR Layout,,,0,,1,More than permitted people in there,0,,,,,
11-09-2025,04:56:00,CNR9865677,Failed,CUST540602,Prime Sedan,Gottigere,Sompura,,,0,,0,,0,,,,,
20-09-2025,18:57:00,CNR0199105,Successful,CUST967588,Prime SUV,Rajajinagar,Ulsoor,12.5,12.6,0,,0,,0,,198.09,2.82,4.1,5
07-09-2025,19:28:00,CNR4655586,Successful,CUST172589,Prime SUV,Ejipura,Gottigere,3.2,4.8,0,,0,,0,,139.18,2.56,4.2,4.3
19-09-2025,17:18:00,CNR5967011,Successful,CUST255943,Prime Plus,MG Road,Ejipura,3.9,4.4,0,,0,,0,,233.59,9.89,4.4,4.7
28-09-2025,12:39:00,CNR5625979,Successful,CUST256840,Prime Sedan,Jalahalli,Hebbal Kempapura,4,7.5,0,,0,,0,,484.48,4.57,4.9,3.6
25-09-2025,06:13:00,CNR2787123,Successful,CUST734478,Prime SUV,Basavanagudi,Koramangala 4th Block,5.3,6.6,0,,0,,0,,440.97,5.69,4.2,4
28-09-2025,21:56:00,CNR2396078,Successful,CUST636107,Prime Plus,Devanahalli,Sunkadakatte,2.1,3.5,0,,0,,0,,1018.57,31.01,4.5,3.3
30-09-2025,18:50:00,CNR4936618,Successful,CUST329625,Mini,Hebbal Kempapura,HSR Layout,3.2,4.4,0,,0,,0,,309.15,4.03,5,4.5
01-09-2025,21:19:00,CNR2863862,Successful,CUST119292,Auto,Kalyan Nagar,Rajamahendri,7.9,8.7,0,,0,,0,,55.94,4.09,4.5,5
20-09-2025,13:45:00,CNR0725367,Successful,CUST638040,Prime Plus,HSR Layout,Whitefield,7,9.5,0,,0,,0,,506.56,9.38,4.9,4.8
13-09-2025,11:05:00,CNR6040161,Successful,CUST802054,Auto,Sanjay Nagar,Peenya,3.3,5.1,0,,0,,0,,1306.64,18.57,4.6,4.6
27-09-2025,19:32:00,CNR7160068,Cancelled-Customer,CUST887437,Prime Sedan,Gottigere,Whitefield Main Road,,,1,Change of plans,0,,0,,,,,
08-09-2025,04:54:00,CNR4374229,Incomplete,CUST613894,Prime Plus,Hebbal,Kundalahalli,,,0,,0,,1,Customer Demand,,,,
30-09-2025,09:03:00,CNR2471620,Successful,CUST667337,Auto,BANASWADI,Nayandahalli,10.7,10.6,0,,0,,0,,508.11,18.09,5,4.8
20-09-2025,11:57:00,CNR6144166,Failed,CUST642193,Mini,Chamarajpet,Electronic City,,,0,,0,,0,,,,,
25-09-2025,01:00:00,CNR4848188,Successful,CUST426076,Auto,Kothanur,Banashankari,4.1,4,0,,0,,0,,806.75,19.33,5,4.6
